User,Delay
1,0.362276
2,0.0
3,0.374203
4,0.0
5,0.0
6,0.0
7,0.0
8,0.000636403
9,0.000662421
10,0.249181
1,0.0
2,0.0
3,0.241729
4,0.210336
5,0.0
6,0.00045343
7,0.0
8,0.0
9,0.0
10,0.208367
1,0.0
2,0.320545
3,0.0
4,0.0
5,0.282568
6,0.0
7,0.359686
8,0.0
9,0.000558003
10,0.0
1,0.0
2,0.0
3,0.190862
4,0.0
5,0.0
6,0.0
7,0.362435
8,0.273357
9,0.000480081
10,0.220445
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.174045
7,0.000587003
8,0.0
9,0.0
10,0.0
1,0.240384
2,0.0
3,0.136202
4,0.139084
5,0.0
6,0.0
7,0.353609
8,0.0
9,0.282656
10,0.0
1,0.240862
2,0.215703
3,0.0
4,0.180231
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
1,0.0
2,0.303816
3,0.348125
4,0.376866
5,0.0
6,0.0
7,0.253396
8,0.0
9,0.346741
10,0.299514
1,0.299138
2,0.243097
3,0.0
4,0.132757
5,0.349109
6,0.0
7,0.0
8,0.0
9,0.0
10,0.217991
1,0.0
2,0.0
3,0.0
4,0.41949
5,0.0
6,0.0
7,0.0
8,0.000568042
9,0.000759826
10,0.0
1,0.258115
2,0.202209
3,0.170757
4,0.298729
5,0.0
6,0.272879
7,0.359416
8,0.000429596
9,0.338116
10,0.208808
1,0.286202
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.000544051
8,0.0
9,0.000638445
10,0.0
1,0.303705
2,0.25169
3,0.0
4,0.327139
5,0.0
6,0.00057499
7,0.0
8,0.000577658
9,0.233921
10,0.0
1,0.0
2,0.0
3,0.296146
4,0.29641
5,0.0
6,0.247842
7,0.0
8,0.0
9,0.29803
10,0.0
1,0.22669
2,0.0
3,0.0
4,0.0
5,0.0
6,0.000469137
7,0.0
8,0.0
9,0.000459662
10,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.000628026
6,0.000610409
7,0.0
8,0.0
9,0.0
10,0.0
1,0.0
2,0.0
3,0.0
4,0.382248
5,0.0
6,0.0
7,0.00063778
8,0.0
9,0.0
10,0.0
1,0.211858
2,0.0
3,0.0
4,0.176131
5,0.0
6,0.000492989
7,0.000497453
8,0.0
9,0.0
10,0.0
1,0.0
2,0.0
3,0.376008
4,0.298926
5,0.328698
6,0.34741
7,0.0
8,0.000551289
9,0.331169
10,0.0
1,0.216364
2,0.0
3,0.0
4,0.0
5,0.0
6,0.347681
7,0.0
8,0.0
9,0.446971
10,0.216359
