User,Throughput
125.49,0.170667
100.67,0.0
96.54,0.580267
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.0
20.92,10.2246
145.77,10.2246
146.08,17.5957
125.49,0.0
100.67,0.0
96.54,20.224
87.12,30.9419
64.88,0.0
116.1,10.2349
58.45,0.0
20.92,0.0
145.77,0.0
146.08,31.6075
125.49,0.0
100.67,1.8432
96.54,0.0
87.12,0.0
64.88,0.610987
116.1,0.0
58.45,0.0375467
20.92,0.0
145.77,10.2246
146.08,0.0
125.49,0.0
100.67,0.0
96.54,37.0005
87.12,0.0
64.88,0.0
116.1,0.0
58.45,0.110933
20.92,0.925013
145.77,10.2263
146.08,27.3067
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,4.31787
58.45,10.2366
20.92,0.0
145.77,0.0
146.08,0.0
125.49,20.2069
100.67,0.0
96.54,56.2347
87.12,55.1083
64.88,0.0
116.1,0.0
58.45,0.344747
20.92,0.0
145.77,0.610987
146.08,0.0
125.49,20.4288
100.67,29.0304
96.54,0.0
87.12,41.1477
64.88,0.0
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0
146.08,0.0
125.49,0.0
100.67,0.6144
96.54,0.733867
87.12,0.273067
64.88,0.0
116.1,0.0
58.45,1.62475
20.92,0.0
145.77,0.274773
146.08,0.904533
125.49,1.7408
100.67,20.3264
96.54,0.0
87.12,57.9413
64.88,0.109227
116.1,0.0
58.45,0.0
20.92,0.0
145.77,0.0
146.08,28.8768
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.238933
64.88,0.0
116.1,0.0
58.45,0.0
20.92,10.2263
145.77,10.2263
146.08,0.0
125.49,15.2235
100.67,34.6795
96.54,44.6635
87.12,1.5872
64.88,0.0
116.1,0.960853
58.45,0.11264
20.92,10.2315
145.77,0.41472
146.08,31.5563
125.49,5.03467
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.0
58.45,10.2366
20.92,0.0
145.77,10.2195
146.08,0.0
125.49,0.733867
100.67,16.5376
96.54,0.0
87.12,1.1264
64.88,0.0
116.1,10.2246
58.45,0.0
20.92,10.2246
145.77,0.00170667
146.08,0.0
125.49,0.0
100.67,0.0
96.54,1.4848
87.12,1.55307
64.88,0.0
116.1,1.82101
58.45,0.0
20.92,0.0
145.77,0.636587
146.08,0.0
125.49,24.8832
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,10.2366
58.45,0.0
20.92,0.0
145.77,10.2349
146.08,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.0
64.88,10.2315
116.1,10.2315
58.45,0.0
20.92,0.0
145.77,0.0
146.08,0.0
125.49,0.0
100.67,0.0
96.54,0.0
87.12,0.392533
64.88,0.0
116.1,0.0
58.45,10.2212
20.92,0.0
145.77,0.0
146.08,0.0
125.49,30.1056
100.67,0.0
96.54,0.0
87.12,42.5472
64.88,0.0
116.1,10.2315
58.45,10.2315
20.92,0.0
145.77,0.0
146.08,0.0
125.49,0.0
100.67,0.0
96.54,0.375467
87.12,1.4848
64.88,0.597333
116.1,0.116053
58.45,0.0
20.92,10.2366
145.77,0.0836267
146.08,0.0
125.49,28.9792
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.23952
58.45,0.0
20.92,0.0
145.77,0.00170667
146.08,28.9792
