User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.290596,3.6864,591.777,5784,0.0116767
2,0.299786,2.67947,881.13,5843,0.00919057
3,0.32176,0.1024,1620.91,5994,0.0219735
4,0.31466,0.256,854.833,5985,0.00710015
5,0,0,871.718,6000,1.18e-07
6,0.00052149,10.2349,950.992,3,0.00052149
7,0.000453705,10.2349,1173.25,3,6.77856e-05
8,0.280744,0.699733,1019.42,5590,0.280291
9,0.270712,1.03595,947.623,5393,0.0100323
10,0.306698,0.723627,1408.42,5576,0.0359857
11,0.178127,4.18816,676.248,3546,0.128571
12,0.000441552,10.2349,605.658,3,0.177686
13,0.000432624,10.2349,602.414,3,8.928e-06
14,0.272258,0.86528,341.404,5493,0.271825
15,0.322653,0.8704,771.595,5949,0.0503946
16,0.303786,0.802133,144.044,5953,0.0188668
17,0.316094,1.05813,1097.77,5938,0.0123085
18,0.318043,0.0341333,998.031,5998,0.00194882
19,0.224183,0.0512,1226.35,5997,0.0938603
20,0.302273,0.119467,513.782,5993,0.0780895
