Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.011586900530134638],[0.45921666666666666],[0.0013811452724039554],[0.9438],[4201.788228296],83.3032423529958,26091520000,2024-08-27 22:45:26
client 4,[0.010339751301333308],[0.5172],[0.0010070311015471815],[0.96],[2566.899998414],60.82259646199821,26091520000,2024-08-28 00:00:12
