User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.297395,0.955733,1105.91,5944,0.297395
2,0,0,789.628,6000,0.297395
3,0,0,543.246,6000,0
4,0,0,951.042,6000,0
5,0,0,987.984,6000,1.18e-07
6,0.249244,1.73909,869.729,4981,0.249244
7,0.278849,0.815787,504.352,5522,0.0296054
8,0.26642,1.15712,773.431,5322,0.0124291
9,0.266425,1.15712,649.957,5322,4.464e-06
10,0.230853,2.41323,1197.24,4586,0.0355713
11,0,0,553.939,6000,0.230853
12,0.308569,0.81408,360.497,5523,0.308569
13,0.135517,5.632,18.4325,2700,0.173051
14,0.135508,5.632,1487.02,2700,8.928e-06
15,0.30616,0.802133,531.099,5953,0.170652
16,0.299698,0.8192,1253.31,5952,0.00646245
17,0.298376,0.836267,225.314,5951,0.00132171
18,0,0,1156.57,6000,0.298376
19,0,0,515.462,6000,0
20,0,0,332.265,6000,0
