User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0,0,62.7484,6000,0
2,0,0,1032.69,6000,0
3,0,0,223.814,6000,0
4,0,0,625.078,6000,0
5,0.304548,0.151893,691.308,5911,0.304548
6,0.342724,0.254293,1151.32,5851,0.0381767
7,0,0,234.001,6000,0.342724
8,0.000537766,10.2263,782.169,8,0.000537766
9,0.00054895,10.2263,415.058,8,1.11835e-05
10,0,0,733.42,6000,0.00054895
11,0,0,1277.08,6000,0
12,0,0,633.617,6000,0
13,0,0,711.115,6000,0
14,0.273824,0.913067,1066.53,5465,0.273824
15,0,0,601.186,6000,0.273824
16,0,0,935.273,6000,0
17,0,0,594.889,6000,0
18,0,0,1368.67,6000,0
19,0,0,184.626,6000,0
20,0,0,1205.04,6000,0
