NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,35.3333,2.06804,1.5,35.4255
UE,2,99.8832,103.319,1.5,143.714
UE,3,66.4056,8.02039,1.5,66.905
UE,4,89.5754,66.8995,1.5,111.81
UE,5,116.693,14.378,1.5,117.585
UE,6,54.281,141.696,1.5,151.744
UE,7,60.6488,31.6147,1.5,68.4106
UE,8,79.5492,96.5042,1.5,125.073
UE,9,85.3327,31.8943,1.5,91.1107
UE,10,120.926,6.55232,1.5,121.113
UE,11,73.6048,141.851,1.5,159.817
UE,12,112.56,0.484631,1.5,112.571
UE,13,21.4914,117.295,1.5,119.257
UE,14,92.7739,112.789,1.5,146.05
UE,15,106.398,26.4757,1.5,109.653
UE,16,30.4453,133.328,1.5,136.768
UE,17,51.7564,96.0042,1.5,109.077
UE,18,73.7146,148.113,1.5,165.449
UE,19,0.610816,60.7445,1.5,60.7661
UE,20,49.2726,147.21,1.5,155.244
