Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.013870138555765152],[0.3668166666666667],[0.002677726570516825],[0.8915],[3628.891982011],79.56235209099627,26091520000,2024-08-10 12:25:30
client 5,[0.010374776550630729],[0.5176166666666666],[0.0010835958103649318],[0.9551],[3034.338918315],73.03596546899888,26091520000,2024-08-10 13:59:47
client 3,[0.006253571060113609],[0.7173333333333334],[0.0007552630761871115],[0.9662],[3088.904589871],69.8954708060092,26091520000,2024-08-10 15:35:09
