Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.014138742341846228],[0.35126666666666667],[0.002038895117305219],[0.9237],[3505.2157837170002],79.05125643199368,26091520000,2024-08-19 13:29:04
client 5,[0.007296610839851201],[0.67465],[0.0008969659570604563],[0.9602],[3956.257658991],83.04531545999745,26091520000,2024-08-19 15:35:26
client 2,[0.006392883333191275],[0.7144333333333334],[0.0007334024062613026],[0.9674],[4669.254546002],95.67444826298949,26091520000,2024-08-19 18:04:04
