User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0,0,1055.98,6000,0
2,0,0,211.43,6000,0
3,0,0,733.38,6000,0
4,0,0,573.243,6000,0
5,0,0,1102.87,6000,1.18e-07
6,0,0,433.586,6000,0
7,0,0,1093.01,6000,0
8,0,0,958.45,6000,0
9,0.360973,0.0631467,841.331,5963,0.360973
10,0,0,982.824,6000,0.360973
11,0,0,1070.46,6000,0
12,0,0,496.233,6000,0
13,0,0,297.962,6000,0
14,0,0,559.114,6000,0
15,0.32714,0.5632,1073.36,5967,0.32714
16,0,0,667.278,6000,0.32714
17,0,0,1167.76,6000,0
18,0,0,298.744,6000,0
19,0,0,1018.59,6000,0
20,0,0,1525.66,6000,0
