Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 4,[0.013198211938639482],[0.38965],[0.0014086279175244273],[0.9434],[2716.1500340589996],63.03742727599703,26091520000,2024-08-24 19:04:39
client 2,[0.00853364992675682],[0.6104666666666667],[0.0009790889258496464],[0.9588],[2655.882901298],61.590987343005054,26091520000,2024-08-24 20:22:15
