User,EnergyConsumption
1,561.371
2,1295.36
3,1008.18
4,1593.45
5,561.759
6,1892.4
7,474.896
8,1199.53
9,923.875
10,717.167
11,1153.06
12,1287.04
13,1056.01
14,1323.65
15,912.645
16,917.797
17,848.15
18,623.786
19,1159.65
20,1251.36
21,667.369
