NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,7.83297,29.6031,1.5,30.6586
UE,2,32.3394,73.145,1.5,79.9893
UE,3,84.5065,98.7312,1.5,129.967
UE,4,77.8279,134.299,1.5,155.228
UE,5,103.371,43.8055,1.5,112.28
UE,6,113.157,80.8895,1.5,139.104
UE,7,10.0248,96.582,1.5,97.1124
UE,8,73.6624,0.149477,1.5,73.6778
UE,9,49.0205,54.2982,1.5,73.168
UE,10,125.434,125.965,1.5,177.773
UE,11,64.1439,128.089,1.5,143.26
UE,12,138.102,18.547,1.5,139.35
UE,13,98.925,50.5232,1.5,111.09
UE,14,123.85,116.737,1.5,170.202
UE,15,81.5032,9.96184,1.5,82.1234
UE,16,2.76326,120.365,1.5,120.406
UE,17,22.0401,141.239,1.5,142.956
UE,18,77.0491,127.62,1.5,149.083
UE,19,69.7697,23.6861,1.5,73.696
UE,20,133.563,75.6921,1.5,153.527
