NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,147.967,30.9491,1.5,151.176
UE,2,88.1696,18.2394,1.5,90.0489
UE,3,2.75212,51.4617,1.5,51.557
UE,4,19.3891,63.5224,1.5,66.4325
UE,5,65.9878,139.29,1.5,154.138
UE,6,83.9439,37.2439,1.5,91.8473
