User,Delay
1,0.133394
2,0.294482
3,0.0539674
4,0.296022
5,0.207272
6,0.000426348
1,0.000471996
2,0.22902
3,0.294608
4,0.110635
5,0.000454797
6,0.124696
1,0.255184
2,0.118094
3,0.295987
4,0.0
5,0.319284
6,0.255055
1,0.241026
2,0.262566
3,0.151278
4,0.355904
5,0.257329
6,0.256511
1,0.0035659
2,0.297697
3,0.332549
4,0.298226
5,0.00055323
6,0.0248653
1,0.161805
2,0.29028
3,0.19435
4,0.000460813
5,0.000475236
6,0.000373662
1,0.183127
2,0.294428
3,0.297869
4,0.297881
5,0.256632
6,0.235578
1,0.266042
2,0.29675
3,0.0970404
4,0.297708
5,0.252306
6,0.250369
1,0.000515537
2,0.0564432
3,0.0
4,0.296354
5,0.203307
6,0.000509582
1,0.25643
2,0.0
3,0.133821
4,0.120009
5,0.256792
6,0.320197
