User,LostPackets
1,2633
2,5877
3,1070
4,5875
5,4135
6,4
1,7
2,4563
3,5906
4,2236
5,7
6,2441
1,5111
2,2363
3,5909
4,6000
5,5463
6,5109
1,5259
2,6000
3,6000
4,5952
5,5166
6,5102
1,6000
2,5911
3,5962
4,5911
5,4
6,6000
1,3227
2,5795
3,3875
4,3
5,3
6,3
1,3661
2,5868
3,5907
4,5907
5,5134
6,4710
1,5006
2,5898
3,1941
4,5898
5,5053
6,5007
1,3
2,1109
3,6000
4,5899
5,4006
6,3
1,5117
2,6000
3,2663
4,2388
5,5139
6,5718
