User,Delay
1,0.299836
2,0.294346
3,0.427458
4,0
5,0.281761
6,0.000512355
7,0.279152
8,0.237523
9,0.000457963
10,0.000462427
11,0.298076
12,0.278154
13,0.0285708
14,0.142915
15,0.296179
16,0.194067
17,0.290705
18,0.32993
19,0
20,0
