User,LostPackets
1,5961
2,5751
3,5999
4,6000
5,5995
6,4
7,5531
8,4745
9,4
10,4
11,5970
12,5564
13,569
14,2855
15,5966
16,3877
17,5804
18,5997
19,6000
20,6000
