User,Train Accuracy,Validation Accuracy,Timestamp
87.12,0.42965,94.23,2025-02-27 23:35:37
100.67,0.6342,95.34,2025-02-28 00:49:44
96.54,0.6791666666666667,96.88,2025-02-28 02:03:26
116.1,0.7629166666666667,96.3,2025-02-28 03:18:41
146.08,0.7222666666666666,96.65,2025-02-28 04:32:45
145.77,0.7905666666666666,97.47,2025-02-28 05:45:56
125.49,0.7686333333333333,96.83,2025-02-28 06:59:19
100.67,0.3689666666666666,92.31,2025-02-28 13:36:18
20.92,0.545,96.22,2025-02-28 14:52:35
116.1,0.7452666666666666,96.13,2025-02-28 16:08:47
146.08,0.7471166666666667,95.76,2025-02-28 17:27:48
96.54,0.7764166666666666,97.15,2025-02-28 18:43:24
87.12,0.7829333333333334,96.31,2025-02-28 20:10:13
125.49,0.7827333333333333,96.85,2025-02-28 21:43:38
116.1,0.3614833333333333,93.41,2025-03-01 09:44:28
100.67,0.7133,96.16,2025-03-01 10:58:14
96.54,0.7324,96.76,2025-03-01 12:13:55
125.49,0.7250666666666666,97.1,2025-03-01 13:28:19
125.49,0.4330333333333333,94.61,2025-03-02 13:10:05
146.08,0.4649666666666666,94.96,2025-03-02 18:59:23
58.45,0.6572166666666667,95.95,2025-03-02 20:20:41
125.49,0.7226833333333333,96.54,2025-03-02 21:34:53
87.12,0.4102,92.07,2025-03-03 13:55:26
100.67,0.6747833333333333,95.82,2025-03-03 15:39:27
96.54,0.6969333333333333,96.54,2025-03-03 17:29:33
125.49,0.7409,96.51,2025-03-03 19:21:26
100.67,0.36425,93.24,2025-03-04 12:34:49
145.77,0.6338333333333334,95.53,2025-03-04 14:45:07
64.88,0.7469166666666667,95.81,2025-03-04 16:28:51
96.54,0.72755,95.86,2025-03-04 18:28:33
125.49,0.7672833333333333,96.38,2025-03-04 20:09:11
116.1,0.4713333333333333,95.5,2025-03-05 11:54:24
146.08,0.5758833333333333,95.8,2025-03-05 13:29:09
145.77,0.68615,96.33,2025-03-05 14:52:20
87.12,0.7644666666666666,96.61,2025-03-05 16:30:18
58.45,0.74705,95.54,2025-03-05 18:08:24
125.49,0.7738,97.53,2025-03-05 19:34:15
20.92,0.3417,92.71,2025-03-06 07:50:46
116.1,0.6309666666666667,95.11,2025-03-06 09:10:43
125.49,0.7163833333333334,96.19,2025-03-06 10:52:17
125.49,0.4364166666666667,93.73,2025-03-06 14:42:49
146.08,0.3457833333333333,92.91,2025-03-06 19:24:03
64.88,0.62225,95.34,2025-03-06 20:40:06
58.45,0.6888666666666666,96.78,2025-03-06 21:57:14
145.77,0.7517333333333334,96.14,2025-03-06 23:19:42
20.92,0.7923666666666667,96.82,2025-03-07 01:09:27
125.49,0.7538666666666667,97.51,2025-03-07 02:59:45
96.54,0.4362333333333333,94.63,2025-03-07 11:15:31
116.1,0.5908166666666667,95.75,2025-03-07 13:01:59
125.49,0.7058166666666666,95.53,2025-03-07 14:30:50
145.77,0.4381666666666666,94.38,2025-03-07 19:26:40
100.67,0.70395,95.7,2025-03-07 20:57:35
58.45,0.71625,96.61,2025-03-07 22:29:08
20.92,0.4491333333333333,93.49,2025-03-09 12:49:52
58.45,0.6645,96.02,2025-03-09 14:12:35
125.49,0.7553,96.67,2025-03-09 15:38:09
125.49,0.3469333333333333,90.66,2025-03-09 18:34:51
87.12,0.4494166666666667,93.81,2025-03-10 10:51:05
146.08,0.5877833333333333,95.43,2025-03-10 12:38:25
64.88,0.7071166666666666,94.97,2025-03-10 14:15:57
20.92,0.7033166666666667,95.25,2025-03-10 15:41:21
116.1,0.7512666666666666,96.48,2025-03-10 17:36:05
96.54,0.76,96.87,2025-03-10 19:35:51
100.67,0.771,96.41,2025-03-10 21:23:29
125.49,0.7782666666666667,96.98,2025-03-10 23:24:40
116.1,0.3912166666666666,93.68,2025-03-11 09:19:50
64.88,0.5501333333333334,95.34,2025-03-11 11:02:41
125.49,0.6951333333333334,96.24,2025-03-11 12:56:38
64.88,0.4620666666666667,94.01,2025-03-12 11:01:09
146.08,0.4420333333333333,93.35,2025-03-13 00:48:31
64.88,0.66135,96.02,2025-03-13 02:15:47
100.67,0.67845,96.08,2025-03-13 03:42:42
20.92,0.75065,97.05,2025-03-13 05:08:41
125.49,0.7613,97.06,2025-03-13 06:35:42
87.12,0.3305333333333333,87.48,2025-03-13 12:16:12
146.08,0.5947,96.5,2025-03-13 13:57:20
145.77,0.7183333333333334,96.34,2025-03-13 15:31:26
116.1,0.7616,96.64,2025-03-13 17:17:37
64.88,0.7774333333333333,96.77,2025-03-13 19:03:46
125.49,0.75255,97.56,2025-03-13 20:25:23
116.1,0.40595,92.06,2025-03-14 14:47:16
116.1,0.4331666666666666,94.04,2025-03-14 20:23:12
125.49,0.6304166666666666,96.17,2025-03-14 22:32:55
146.08,0.4591333333333333,94.48,2025-03-15 10:39:12
20.92,0.6972,95.67,2025-03-15 12:01:09
125.49,0.6475833333333333,96.61,2025-03-15 13:23:50
146.08,0.3967666666666666,94.44,2025-03-15 21:42:56
