User,Throughput
1,36.1643
2,0.256
3,0
4,3.1232
5,0.923307
6,0.571733
7,10.2349
8,2.12651
9,10.2349
10,3.54304
11,0.1536
12,0.744107
13,3.54304
14,10.2349
15,0.802133
16,0.802133
17,0.4096
18,0
19,0
20,0
