Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 2,[0.012699948374430338],[0.4184833333333333],[0.0015633326102048159],[0.9378],[2526.774785041],57.13354732701296,26091520000,2024-07-29 09:05:12
client 5,[0.007506701180400948],[0.654],[0.0009919114208314568],[0.9588],[2814.037925389],64.51971419100599,26091520000,2024-07-29 10:31:36
client 1,[0.006493189886336525],[0.70525],[0.0007251185273518786],[0.969],[2784.9592390089997],61.02944474199121,26091520000,2024-07-29 11:55:11
