Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 5,[0.01360632545525829],[0.3758666666666667],[0.0018672398597002029],[0.9281],[3154.498786214],74.08163310599622,26091520000,2024-08-24 11:20:24
client 1,[0.00961750588628153],[0.5543166666666667],[0.0011793133597820997],[0.9526],[3183.186117517],70.44640150401102,26091520000,2024-08-24 13:00:12
client 3,[0.00578176743624111],[0.7417],[0.0008509732299251482],[0.9645],[3219.55932032],72.10576378599814,26091520000,2024-08-24 14:40:29
