User,Train Accuracy,Validation Accuracy,Timestamp
user 2,0.357,0.9204,2024-11-30 10:23:13
user 3,0.6228,0.9534,2024-11-30 12:05:12
user 1,0.7460166666666667,0.9597,2024-11-30 13:51:39
