Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 5,[0.012995432978620132],[0.4097166666666667],[0.0015890551194548607],[0.939],[2614.877047586],60.63304426099923,26091520000,2024-07-31 10:16:27
client 3,[0.007323138535643617],[0.6695166666666666],[0.0008899768600706011],[0.9608],[2597.640198873],58.89930237799754,26091520000,2024-07-31 11:29:00
client 1,[0.008154765182981888],[0.6278833333333333],[0.000996483488380909],[0.9585],[2596.030016349],59.73497714200705,26091520000,2024-07-31 12:44:59
