NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,17.0225,104.3,1.5,105.691
UE,2,126.047,56.1757,1.5,138.007
UE,3,92.3881,106.173,1.5,140.75
UE,4,6.37638,25.9096,1.5,26.7248
UE,5,144.831,15.2253,1.5,145.637
UE,6,103.944,116.426,1.5,156.082
