User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.017408,0.0170667,1331.34,5999,0.017408
2,0,0,867.249,6000,0.017408
3,0,0,398.073,6000,0
4,0,0,431.045,6000,0
5,0,0,184.809,6000,1.18e-07
6,0.285897,0.47104,39.4376,5724,0.285897
7,0.315611,0.44032,1261.8,5742,0.0297136
8,0,0,990.907,6000,0.315611
9,0,0,1147.03,6000,0
10,0,0,212.996,6000,0
11,0,0,945.34,6000,0
12,0,0,1015.88,6000,0
13,0,0,1920.16,6000,0
14,0,0,369.042,6000,0
15,0.2503,17.2715,1796.72,4988,0.2503
16,0,0,142.45,6000,0.2503
17,0.278904,7.61173,1093.24,5554,0.278904
18,0,0,1106.25,6000,0.278904
19,0,0,753.771,6000,0
20,0,0,667.669,6000,0
