NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,87.2313,24.0005,1.5,90.4852
UE,2,65.2404,141.484,1.5,155.808
UE,3,4.41683,71.6888,1.5,71.8403
UE,4,92.4843,129.45,1.5,159.1
UE,5,109.633,68.0577,1.5,129.048
UE,6,89.9567,3.07231,1.5,90.0217
UE,7,148.227,106.991,1.5,182.813
UE,8,136.988,135.817,1.5,192.91
UE,9,16.7396,10.9284,1.5,20.0473
UE,10,73.0709,112.826,1.5,134.429
UE,11,87.3746,117.582,1.5,146.5
UE,12,12.7687,105.761,1.5,106.539
UE,13,18.4403,25.7145,1.5,31.6785
UE,14,30.0443,139.617,1.5,142.821
UE,15,27.8889,131.813,1.5,134.74
UE,16,33.4575,124.879,1.5,129.292
UE,17,70.0511,130.072,1.5,147.743
UE,18,124.087,90.5098,1.5,153.597
UE,19,65.983,82.6328,1.5,105.755
UE,20,134.659,85.0193,1.5,159.26
