User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0,0,409.379,6000,0
2,0,0,1213.81,6000,0
3,0,0,258.052,6000,0
4,0,0,1265.64,6000,0
5,0.302154,0.462507,832.67,5729,0.302154
6,0.285432,0.472747,405.195,5723,0.0167213
7,0,0,1671.03,6000,0.285432
8,0,0,1860.72,6000,0
9,0.000583383,10.2298,20.0948,6,0.000583383
10,0,0,903.561,6000,0.000583383
11,0.286535,0.452267,1073.11,5735,0.286535
12,0,0,567.531,6000,0.286535
13,0,0,50.1764,6000,0
14,0.000555292,10.2366,1019.9,2,0.000555292
15,0,0,907.741,6000,0.000555292
16,0,0,835.815,6000,0
17,0.225583,26.3509,1091.4,4456,0.225583
18,0,0,1179.59,6000,0.225583
19,0,0,559.209,6000,0
20,0,0,1268.18,6000,0
