NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,134.044,40.0252,1.5,139.901
UE,2,86.7688,52.9525,1.5,101.661
UE,3,42.0793,11.0302,1.5,43.5268
UE,4,57.9583,2.61919,1.5,58.0369
UE,5,22.344,21.5212,1.5,31.0591
UE,6,15.8764,97.246,1.5,98.5449
UE,7,38.277,32.1906,1.5,50.0361
UE,8,136.475,127.65,1.5,186.874
UE,9,4.88324,110.068,1.5,110.186
UE,10,140.775,115.805,1.5,182.293
UE,11,66.9825,118.211,1.5,135.878
UE,12,89.1207,11.365,1.5,89.8549
UE,13,64.882,18.6853,1.5,67.5356
UE,14,26.4986,91.4796,1.5,95.252
UE,15,31.6135,77.9507,1.5,84.1307
UE,16,37.5479,89.4751,1.5,97.0459
UE,17,139.026,128.166,1.5,189.096
UE,18,147.39,6.98387,1.5,147.563
UE,19,131.134,58.6433,1.5,143.657
UE,20,85.2607,16.2442,1.5,86.8074
