Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 5,[0.013136024301002422],[0.39708333333333334],[0.0017193578643724323],[0.9284],[3422.859784287],76.05984008400779,26091520000,2024-07-26 14:35:41
client 3,[0.008731795197352767],[0.6050333333333333],[0.0010733475698158144],[0.9531],[3340.857387993],73.0805029810034,26091520000,2024-07-26 16:19:11
client 1,[0.006215211749821902],[0.72175],[0.0007713612968218513],[0.9663],[3443.204377851],73.14916161800205,26091520000,2024-07-26 18:06:21
