NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,41.8346,101.482,1.5,109.777
UE,2,101.084,106.507,1.5,146.847
UE,3,42.4801,131.918,1.5,138.597
UE,4,110.094,61.0029,1.5,125.874
UE,5,41.4859,110.59,1.5,118.125
UE,6,144.322,15.6561,1.5,145.177
