User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.0705131,7.84555,1081.14,1403,0.138552
2,0.290749,4.64213,321.538,5728,0.220236
3,0.292842,3.15733,680.023,5815,0.00209345
4,0.000454946,102.349,1011.84,3,0.292387
5,0.205726,3.19659,287.589,4127,0.205726
6,0.209065,3.10272,147.334,4182,0.00333845
