NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,29.0181,9.55668,1.5,30.5881
UE,2,145.514,33.9016,1.5,149.418
UE,3,66.7971,73.714,1.5,99.4879
UE,4,54.7533,10.3217,1.5,55.7379
UE,5,23.304,101.913,1.5,104.554
UE,6,71.1096,67.5612,1.5,98.0986
