User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.306014,0.631467,354.945,5963,0.00506505
2,0,0,164.95,6000,0.306014
3,0.291336,3.05493,1825.79,5821,0.291336
4,0.397627,0.0682667,764.965,5996,0.106291
5,0,0,1290.73,6000,1.18e-07
6,0.351327,0.512,800.243,5700,0.351327
7,0.278425,0.7424,786.824,5565,0.0729024
8,0.238161,2.11968,1126.45,4758,0.0402641
9,0.279027,0.749227,1287.24,5561,0.0408666
10,0.29401,0.836267,391.41,5510,0.0149831
11,0.300118,0.08704,928.209,5949,0.0061081
12,0.0004494,10.2349,295.494,3,0.299669
13,0.000440448,10.2366,848.282,2,8.95187e-06
14,0.196867,3.53451,687.129,3929,0.196426
15,0.194731,36.0448,152.944,3888,0.0021364
16,0.350353,0.7168,890.647,5958,0.155622
17,0.29962,0.785067,1087.35,5954,0.0507331
18,0,0,113.16,6000,0.29962
19,0,0,558.738,6000,0
20,0.300949,0.887467,1355.03,5948,0.300949
