Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 5,[0.012290114687134823],[0.43743333333333334],[0.0016107024434953929],[0.9363],[3226.8764250639997],71.63515641499419,26091520000,2024-07-27 22:57:39
client 1,[0.009712112132273614],[0.5485166666666667],[0.0008743496063863858],[0.9638],[2765.843811183],63.45841950700108,26091520000,2024-07-28 00:19:52
client 2,[0.007093044354394078],[0.67385],[0.0008427194402785971],[0.9644],[2530.1015154300003],59.116432317997265,26091520000,2024-07-28 01:32:33
