User,LostPackets
1,3
2,3
3,2903
4,3282
5,5
6,2
1,3
2,4564
3,1827
4,7
5,2
6,2
1,2
2,3
3,3836
4,3
5,2
6,2
1,2
2,3961
3,3
4,1187
5,2
6,2
1,3
2,3
3,4
4,207
5,185
6,4
1,3
2,2591
3,3
4,786
5,2
6,2
1,2
2,4317
3,4365
4,6
5,2
6,2
1,3
2,3
3,3
4,3
5,2
6,2
1,6
2,3601
3,148
4,4072
5,3
6,3
1,3
2,3567
3,3
4,4600
5,3
6,2
1,2
2,4615
3,393
4,3
5,2
6,2
1,3
2,3
3,2560
4,3
5,3
6,2
1,6
2,3959
3,5
4,5527
5,3
6,2
1,3
2,2519
3,4662
4,5127
5,59
6,3
1,2
2,1159
3,3
4,1218
5,2
6,2
