NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,14.8713,30.0073,1.5,33.5237
UE,2,142.5,97.5511,1.5,172.698
UE,3,97.8897,6.42587,1.5,98.1119
UE,4,39.5642,110.274,1.5,117.166
UE,5,35.0437,62.5556,1.5,71.7183
UE,6,78.4992,126.688,1.5,149.045
UE,7,53.4715,63.1294,1.5,82.7452
UE,8,145.964,144.538,1.5,205.424
UE,9,119.123,132.896,1.5,178.476
UE,10,1.24249,10.7065,1.5,10.8822
UE,11,49.0455,57.7731,1.5,75.7987
UE,12,91.7048,89.5432,1.5,128.18
UE,13,46.7481,53.0902,1.5,70.7545
UE,14,79.8962,72.4405,1.5,107.858
UE,15,17.7538,124.559,1.5,125.827
UE,16,89.545,110.54,1.5,142.266
UE,17,9.60982,47.6714,1.5,48.6535
UE,18,146.921,145.174,1.5,206.551
UE,19,19.2209,46.985,1.5,50.7866
UE,20,110.19,59.6733,1.5,125.319
