User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.255184,1.51723,821.483,5111,0.000128657
2,0.118094,62.0715,146.205,2363,0.13709
3,0.295987,1.55307,780.621,5909,0.177893
4,0,0,496.785,6000,0.295987
5,0.319284,0.91648,826.148,5463,0.319283
6,0.255055,1.52064,1511.29,5109,0.0642282
