User,Delay
1,0.000271498
2,0.000341113
3,0.0974196
4,0.000383621
1,0.000349403
2,0.000372343
3,0.264005
4,0.0520175
1,0.000271498
2,0.000275968
3,0.000298555
4,0.000367716
1,0.000271498
2,0.000275967
3,0.000285007
4,0.000293941
1,0.00251905
2,0.000388546
3,0.000308571
4,0.000321587
1,0.00027262
2,0.00027604
3,0.000285098
4,0.201346
1,0.000272175
2,0.000276876
3,0.201598
4,0.000328464
1,0.000330787
2,0.000281723
3,0.000760446
4,0.000327263
1,0.000271498
2,0.00028937
3,0.000298398
4,0.000307331
1,0.000316103
2,0.000282214
3,0.000291259
4,0.086103
1,0.00027596
2,0.000280428
3,0.0870092
4,0.110438
1,0.000339321
2,0.00028489
3,0.126729
4,0.121641
1,0.000272468
2,0.000320862
3,0.176906
4,0.25234
1,0.000271498
2,0.000275968
3,0.0003587
4,0.000323323
1,0.000364898
2,0.0972954
3,0.057204
4,0.250802
