User,LostPackets
1,2
2,3
3,1938
4,3
1,3
2,3
3,5367
4,1081
1,2
2,2
3,3
4,3
1,2
2,2
3,2
4,3
1,3
2,4
3,3
4,3
1,2
2,2
3,2
4,4015
1,2
2,2
3,4031
4,3
1,4
2,2
3,10
4,3
1,2
2,3
3,3
4,3
1,3
2,2
3,3
4,1713
1,2
2,2
3,1733
4,2201
1,3
2,2
3,2526
4,2425
1,2
2,3
3,3532
4,5041
1,2
2,2
3,3
4,3
1,5
2,1845
3,1140
4,5005
