Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.012994092354426782],[0.39493333333333336],[0.0018836792595684528],[0.9237],[3170.628394834],68.28095017999874,26091520000,2024-07-30 09:40:59
client 3,[0.009273396726697683],[0.5731666666666667],[0.001290498953871429],[0.9469],[3284.646138274],67.3443927690012,26091520000,2024-07-30 11:24:07
client 5,[0.0064947242857267455],[0.70325],[0.0009032071187626571],[0.9612],[3256.0950056929996],66.42366975798953,26091520000,2024-07-30 13:04:52
