User,Delay
1,0.26822
2,0.294404
3,0.0
4,0.288277
5,0.276228
6,0.000419086
7,0.211062
8,0.252964
9,0.265614
10,0.000399434
11,0.275767
12,0.000400368
13,0.265067
14,0.24518
15,0.290191
16,0.149967
17,0.270701
18,0.0
19,0.0
20,0.0
1,0.208901
2,0.0
3,0.0
4,0.0
5,0.0
6,0.306479
7,0.246793
8,0.281623
9,0.281098
10,0.35126
11,0.291178
12,0.316583
13,0.000645221
14,0.281318
15,0.259666
16,0.261132
17,0.228022
18,0.0
19,0.0
20,0.275783
1,0.301649
2,0.0
3,0.295277
4,0.327514
5,0.0
6,0.301975
7,0.281848
8,0.000429277
9,0.272396
10,0.293378
11,0.340848
12,0.227632
13,0.000403662
14,0.000394734
15,0.298429
16,0.176665
17,0.194623
18,0.0
19,0.0
20,0.306212
1,0.306014
2,0.0
3,0.291336
4,0.397627
5,0.0
6,0.351327
7,0.278425
8,0.238161
9,0.279027
10,0.29401
11,0.300118
12,0.0004494
13,0.000440448
14,0.196867
15,0.194731
16,0.350353
17,0.29962
18,0.0
19,0.0
20,0.300949
1,0.288631
2,0.284307
3,0.292673
4,0.0
5,0.297072
6,0.00059188
7,0.0958963
8,0.000538805
9,0.269192
10,0.000547733
11,0.263153
12,0.277686
13,0.203002
14,0.202993
15,0.306794
16,0.336293
17,0.348306
18,0.295798
19,0.0
20,0.0
1,0.200345
2,0.27253
3,0.0
4,0.0
5,0.296372
6,0.25192
7,0.290449
8,0.276653
9,0.284893
10,0.000514884
11,0.0
12,0.26949
13,0.27805
14,0.271474
15,0.300769
16,0.200326
17,0.301597
18,0.0
19,0.0
20,0.0
1,0.290596
2,0.299786
3,0.32176
4,0.31466
5,0.0
6,0.00052149
7,0.000453705
8,0.280744
9,0.270712
10,0.306698
11,0.178127
12,0.000441552
13,0.000432624
14,0.272258
15,0.322653
16,0.303786
17,0.316094
18,0.318043
19,0.224183
20,0.302273
1,0.272424
2,0.303436
3,0.0
4,0.0
5,0.251026
6,0.000416165
7,0.262766
8,0.0391227
9,0.246527
10,0.248556
11,0.0
12,0.228205
13,0.133287
14,0.243029
15,0.292667
16,0.272405
17,0.297146
18,0.0
19,0.0
20,0.0
1,0.300046
2,0.318107
3,0.0
4,0.0
5,0.306788
6,0.306459
7,0.277812
8,0.277619
9,0.000466861
10,0.000467471
11,0.210526
12,0.275745
13,0.278129
14,0.274289
15,0.290228
16,0.263074
17,0.189568
18,0.0
19,0.0
20,0.0
1,0.299548
2,0.0
3,0.0
4,0.0
5,0.0
6,0.271852
7,0.27661
8,0.277326
9,0.000436739
10,0.265849
11,0.319835
12,0.0078044
13,0.00779547
14,0.000397622
15,0.251409
16,0.348422
17,0.207375
18,0.0
19,0.0
20,0.0
1,0.283266
2,0.317636
3,0.329026
4,0.0
5,0.269719
6,0.000419899
7,0.000372947
8,0.195796
9,0.000381875
10,0.194984
11,0.0279369
12,0.19531
13,0.246173
14,0.216226
15,0.262835
16,0.299404
17,0.288112
18,0.287148
19,0.0
20,0.0
1,0.286774
2,0.290414
3,0.0
4,0.285049
5,0.191294
6,0.348696
7,0.28208
8,0.000495955
9,0.280773
10,0.000504883
11,0.300747
12,0.327303
13,0.29496
14,0.000461413
15,0.296031
16,0.263329
17,0.293184
18,0.0
19,0.0
20,0.0
1,0.291348
2,0.0
3,0.0
4,0.360611
5,0.0
6,0.000559853
7,0.289437
8,0.289247
9,0.271505
10,0.27179
11,0.29859
12,0.271483
13,0.000478522
14,0.280018
15,0.291143
16,0.321331
17,0.299443
18,0.0
19,0.0
20,0.436304
1,0.297395
2,0.0
3,0.0
4,0.0
5,0.0
6,0.249244
7,0.278849
8,0.26642
9,0.266425
10,0.230853
11,0.0
12,0.308569
13,0.135517
14,0.135508
15,0.30616
16,0.299698
17,0.298376
18,0.0
19,0.0
20,0.0
1,0.293258
2,0.302281
3,0.0
4,0.0
5,0.285728
6,0.269319
7,0.173151
8,0.0348212
9,0.000415643
10,0.259201
11,0.0
12,0.261192
13,0.173129
14,0.274291
15,0.298038
16,0.298953
17,0.188898
18,0.0
19,0.0
20,0.0
1,0.19508
2,0.306942
3,0.0
4,0.297152
5,0.279528
6,0.284174
7,0.000460796
8,0.238629
9,0.000469724
10,0.197084
11,0.305348
12,0.2794
13,0.197048
14,0.000430762
15,0.266896
16,0.303351
17,0.322556
18,0.0
19,0.0
20,0.0
1,0.299836
2,0.294346
3,0.427458
4,0.0
5,0.281761
6,0.000512355
7,0.279152
8,0.237523
9,0.000457963
10,0.000462427
11,0.298076
12,0.278154
13,0.0285708
14,0.142915
15,0.296179
16,0.194067
17,0.290705
18,0.32993
19,0.0
20,0.0
1,0.299868
2,0.0
3,0.0
4,0.0
5,0.206937
6,0.227168
7,0.000514633
8,0.267223
9,0.28952
10,0.000528025
11,0.286801
12,0.000571294
13,0.281337
14,0.266451
15,0.275939
16,0.268376
17,0.299534
18,0.0
19,0.0
20,0.0
1,0.199716
2,0.347793
3,0.0
4,0.307391
5,0.254277
6,0.282231
7,0.279827
8,0.000476749
9,0.277909
10,0.319382
11,0.299859
12,0.250764
13,0.000501124
14,0.201655
15,0.291339
16,0.199698
17,0.300574
18,0.0
19,0.0
20,0.0
1,0.137436
2,0.0
3,0.0
4,0.251621
5,0.0
6,0.000426893
7,0.252109
8,0.252114
9,0.256857
10,0.261757
11,0.293508
12,0.26832
13,0.000341329
14,0.265638
15,0.299674
16,0.29319
17,0.283588
18,0.0
19,0.0
20,0.0
