User,Throughput
1,10.2059
2,0.989867
3,0.0
4,3.49867
5,0.63488
6,10.2315
7,2.97813
8,1.54112
9,1.49845
10,10.2332
11,0.56832
12,10.2332
13,1.68448
14,1.31584
15,3.05493
16,50.6539
17,9.71093
18,0.0
19,0.0
20,0.0
1,31.5051
2,0.0
3,0.0
4,0.0
5,0.0
6,0.44544
7,1.85003
8,0.646827
9,0.65024
10,0.33792
11,0.119467
12,0.11776
13,10.2298
14,0.648533
15,0.273067
16,0.546133
17,25.6512
18,0.0
19,0.0
20,5.81973
1,0.9216
2,0.0
3,0.1024
4,0.119467
5,0.0
6,0.684373
7,0.919893
8,10.2349
9,0.928427
10,1.04027
11,0.0597333
12,2.48661
13,10.2349
14,10.2349
15,1.31413
16,42.2912
17,36.5056
18,0.0
19,0.0
20,0.170667
1,0.631467
2,0.0
3,3.05493
4,0.0682667
5,0.0
6,0.512
7,0.7424
8,2.11968
9,0.749227
10,0.836267
11,0.08704
12,10.2349
13,10.2366
14,3.53451
15,36.0448
16,0.7168
17,0.785067
18,0.0
19,0.0
20,0.887467
1,4.43733
2,4.69333
3,0.170667
4,0.0
5,0.09728
6,10.2281
7,6.98027
8,10.2281
9,1.20832
10,10.2281
11,1.11957
12,0.745813
13,3.32288
14,3.32288
15,1.86027
16,0.341333
17,0.7168
18,0.0512
19,0.0
20,0.0
1,33.9456
2,1.77493
3,0.0
4,0.0
5,0.0580267
6,1.61451
7,0.744107
8,0.723627
9,1.26123
10,10.2263
11,0.0
12,1.03424
13,0.713387
14,0.59904
15,1.05813
16,33.9456
17,0.699733
18,0.0
19,0.0
20,0.0
1,3.6864
2,2.67947
3,0.1024
4,0.256
5,0.0
6,10.2349
7,10.2349
8,0.699733
9,1.03595
10,0.723627
11,4.18816
12,10.2349
13,10.2349
14,0.86528
15,0.8704
16,0.802133
17,1.05813
18,0.0341333
19,0.0512
20,0.119467
1,8.704
2,0.392533
3,0.0
4,0.0
5,1.57696
6,10.2315
7,1.18101
8,8.82176
9,1.74251
10,1.83467
11,0.0
12,1.28512
13,5.60981
14,2.46955
15,1.77493
16,8.704
17,1.2288
18,0.0
19,0.0
20,0.0
1,0.699733
2,0.0853333
3,0.0
4,0.0
5,0.09216
6,0.698027
7,0.790187
8,0.785067
9,10.2349
10,10.2349
11,3.44064
12,0.90624
13,0.815787
14,0.756053
15,3.82293
16,0.682667
17,38.0245
18,0.0
19,0.0
20,0.0
1,0.8192
2,0.0
3,0.0
4,0.0
5,0.0
6,0.930133
7,0.80384
8,0.80384
9,10.2332
10,1.22027
11,0.0750933
12,9.98912
13,9.98912
14,10.2332
15,16.7936
16,0.785067
17,31.7781
18,0.0
19,0.0
20,0.0
1,5.1712
2,0.3584
3,0.238933
4,0.0
5,1.11104
6,10.2315
7,10.2315
8,3.56181
9,10.2315
10,3.60619
11,9.38667
12,3.57035
13,1.84491
14,3.20341
15,12.8
16,1.28
17,3.25973
18,7.64587
19,0.0
20,0.0
1,5.05173
2,3.82293
3,0.0
4,3.36213
5,3.73589
6,0.42496
7,0.70144
8,10.2349
9,0.682667
10,10.2349
11,0.0785067
12,0.561493
13,0.725333
14,10.2349
15,1.9968
16,0.631467
17,2.95253
18,0.0
19,0.0
20,0.0
1,0.631467
2,0.0
3,0.0
4,0.0853333
5,0.0
6,10.2263
7,0.698027
8,0.653653
9,0.9728
10,0.897707
11,0.259413
12,0.9728
13,10.2315
14,0.658773
15,3.20853
16,0.682667
17,0.648533
18,0.0
19,0.0
20,0.0341333
1,0.955733
2,0.0
3,0.0
4,0.0
5,0.0
6,1.73909
7,0.815787
8,1.15712
9,1.15712
10,2.41323
11,0.0
12,0.81408
13,5.632
14,5.632
15,0.802133
16,0.8192
17,0.836267
18,0.0
19,0.0
20,0.0
1,2.67947
2,0.170667
3,0.0
4,0.0
5,0.124587
6,1.10421
7,4.36907
8,9.09483
9,10.2332
10,1.46091
11,0.0
12,1.3568
13,4.36907
14,0.91648
15,1.3824
16,0.938667
17,38.7925
18,0.0
19,0.0
20,0.0
1,36.1643
2,0.256
3,0.0
4,3.1232
5,0.923307
6,0.571733
7,10.2349
8,2.12651
9,10.2349
10,3.54304
11,0.1536
12,0.744107
13,3.54304
14,10.2349
15,0.802133
16,0.802133
17,0.4096
18,0.0
19,0.0
20,0.0
1,0.6656
2,4.2496
3,0.0170667
4,0.0
5,0.00853333
6,10.2332
7,0.800427
8,2.14187
9,10.2332
10,10.2332
11,0.0512
12,0.744107
13,9.26891
14,5.36747
15,0.580267
16,36.2325
17,3.34507
18,0.0512
19,0.0
20,0.0
1,0.6144
2,0.0
3,0.0
4,0.0
5,3.10443
6,2.35691
7,10.2349
8,0.679253
9,0.662187
10,10.2349
11,0.354987
12,10.2281
13,0.667307
14,1.12811
15,8.41387
16,11.008
17,0.9728
18,0.0
19,0.0
20,0.0
1,34.4235
2,0.0341333
3,0.0
4,0.187733
5,1.82955
6,0.556373
7,0.71168
8,10.2349
9,0.725333
10,0.605867
11,0.0938667
12,0.59392
13,10.2366
14,3.37408
15,3.46453
16,34.4235
17,0.682667
18,0.0
19,0.0
20,0.0
1,56.2688
2,0.0
3,0.0
4,0.0170667
5,0.0
6,10.2315
7,1.71349
8,1.71349
9,1.41141
10,1.39605
11,0.267947
12,1.15883
13,10.2349
14,1.41653
15,1.75787
16,3.39627
17,1.8432
18,0.0
19,0.0
20,0.0
