User,EnergyConsumption
125.49,749.214
100.67,611.674
96.54,486.438
87.12,444.669
64.88,844.414
116.1,192.815
58.45,1111.3
20.92,706.695
145.77,1171.03
146.08,1468.06
,629.349
,323.81
,1558.48
,276.877
,216.26
,493.453
,590.71
,1149.73
,1257.16
,585.013
125.49,1715.43
100.67,1649.82
96.54,1376.54
87.12,1698.64
64.88,834.391
116.1,176.609
58.45,1053.52
20.92,1489.0
145.77,823.218
146.08,818.899
,1100.45
,778.595
,1269.41
,58.1795
,1674.03
,1067.09
,81.8125
,146.675
,647.194
,202.376
125.49,33.5355
100.67,306.414
96.54,1104.98
87.12,950.65
64.88,560.463
116.1,25.9092
58.45,146.851
20.92,84.0736
145.77,1727.63
146.08,18.264
,1245.31
,831.042
,546.064
,1121.67
,316.646
,764.878
,475.138
,644.49
,658.0
,608.228
125.49,354.945
100.67,164.95
96.54,1825.79
87.12,764.965
64.88,1290.73
116.1,800.243
58.45,786.824
20.92,1126.45
145.77,1287.24
146.08,391.41
,928.209
,295.494
,848.282
,687.129
,152.944
,890.647
,1087.35
,113.16
,558.738
,1355.03
125.49,856.311
100.67,928.257
96.54,898.516
87.12,2176.92
64.88,320.26
116.1,759.451
58.45,954.163
20.92,1010.68
145.77,859.017
146.08,963.859
,23.0593
,1098.55
,164.123
,312.581
,851.207
,677.55
,492.274
,370.118
,244.775
,1276.62
125.49,1556.87
100.67,748.832
96.54,971.439
87.12,30.9637
64.88,1751.11
116.1,733.429
58.45,1050.36
20.92,48.269
145.77,431.048
146.08,179.999
,1253.17
,12.1186
,1151.3
,51.1609
,436.711
,214.157
,575.967
,1001.21
,1726.81
,697.395
125.49,591.777
100.67,881.13
96.54,1620.91
87.12,854.833
64.88,871.718
116.1,950.992
58.45,1173.25
20.92,1019.42
145.77,947.623
146.08,1408.42
,676.248
,605.658
,602.414
,341.404
,771.595
,144.044
,1097.77
,998.031
,1226.35
,513.782
125.49,173.899
100.67,807.344
96.54,363.137
87.12,149.402
64.88,806.268
116.1,1331.24
58.45,204.806
20.92,1178.97
145.77,265.192
146.08,755.012
,1129.94
,572.255
,1917.51
,296.539
,1171.97
,360.174
,359.51
,273.442
,553.679
,483.145
125.49,957.834
100.67,397.11
96.54,1308.12
87.12,1509.96
64.88,940.18
116.1,757.957
58.45,1654.98
20.92,860.078
145.77,1534.28
146.08,1477.91
,1208.19
,1346.91
,12.4719
,1039.62
,1001.21
,1365.75
,479.722
,287.852
,1839.73
,324.795
125.49,1199.27
100.67,34.7538
96.54,631.415
87.12,1170.14
64.88,978.897
116.1,44.6074
58.45,1778.33
20.92,414.426
145.77,155.058
146.08,334.72
,506.235
,292.807
,1167.04
,946.254
,249.736
,510.156
,86.3669
,1307.2
,965.854
,1163.3
125.49,416.029
100.67,335.9
96.54,509.892
87.12,574.127
64.88,76.2282
116.1,816.949
58.45,457.299
20.92,1623.02
145.77,42.7777
146.08,1301.87
,810.394
,256.79
,1006.77
,358.322
,802.449
,475.214
,1088.51
,1092.89
,1089.44
,193.535
125.49,608.634
100.67,492.223
96.54,1278.92
87.12,1692.71
64.88,974.115
116.1,335.434
58.45,559.687
20.92,1177.38
145.77,950.281
146.08,33.1233
,21.7778
,858.875
,1331.74
,360.594
,732.032
,1011.27
,1208.54
,661.519
,140.335
,838.671
125.49,157.512
100.67,296.491
96.54,1098.84
87.12,923.562
64.88,866.284
116.1,1463.98
58.45,986.472
20.92,28.7765
145.77,837.308
146.08,1290.36
,677.924
,413.188
,203.126
,1059.69
,564.748
,895.31
,200.94
,603.463
,1230.78
,275.536
125.49,1105.91
100.67,789.628
96.54,543.246
87.12,951.042
64.88,987.984
116.1,869.729
58.45,504.352
20.92,773.431
145.77,649.957
146.08,1197.24
,553.939
,360.497
,18.4325
,1487.02
,531.099
,1253.31
,225.314
,1156.57
,515.462
,332.265
125.49,353.521
100.67,492.298
96.54,892.253
87.12,1269.5
64.88,257.213
116.1,261.607
58.45,419.907
20.92,837.058
145.77,410.97
146.08,863.587
,692.212
,835.52
,769.188
,856.491
,682.028
,214.66
,813.793
,960.506
,1542.92
,148.454
125.49,263.74
100.67,702.665
96.54,1078.78
87.12,784.49
64.88,603.505
116.1,1029.63
58.45,778.68
20.92,644.826
145.77,64.5606
146.08,972.559
,581.435
,744.695
,951.017
,1107.36
,1120.51
,1137.05
,426.742
,510.97
,319.181
,662.815
125.49,1083.91
100.67,809.576
96.54,37.3296
87.12,201.468
64.88,443.294
116.1,305.828
58.45,238.659
20.92,925.808
145.77,593.856
146.08,448.443
,876.799
,1380.24
,1253.79
,1004.11
,1608.9
,217.596
,106.622
,940.885
,369.75
,1014.16
125.49,485.142
100.67,184.45
96.54,475.428
87.12,198.096
64.88,775.477
116.1,1119.09
58.45,1116.46
20.92,317.779
145.77,1370.65
146.08,464.944
,801.813
,875.015
,351.094
,1359.92
,166.525
,1371.51
,1180.12
,1.77104
,503.259
,1654.24
125.49,115.922
100.67,555.42
96.54,945.625
87.12,455.47
64.88,1065.15
116.1,1559.89
58.45,1424.23
20.92,588.825
145.77,416.096
146.08,1552.97
,1704.11
,1708.27
,401.102
,230.672
,844.905
,1991.99
,51.7434
,398.538
,171.165
,471.561
125.49,258.404
100.67,1059.34
96.54,38.6016
87.12,589.44
64.88,460.908
116.1,744.94
58.45,696.411
20.92,544.425
145.77,1524.55
146.08,874.558
,773.422
,1225.44
,838.639
,1034.8
,856.06
,509.864
,924.802
,314.081
,1064.73
,1062.97
