User,Delay
125.49,0.26822
100.67,0.294404
96.54,0.0
87.12,0.288277
64.88,0.276228
116.1,0.000419086
58.45,0.211062
20.92,0.252964
145.77,0.265614
146.08,0.000399434
,0.275767
,0.000400368
,0.265067
,0.24518
,0.290191
,0.149967
,0.270701
,0.0
,0.0
,0.0
125.49,0.208901
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.306479
58.45,0.246793
20.92,0.281623
145.77,0.281098
146.08,0.35126
,0.291178
,0.316583
,0.000645221
,0.281318
,0.259666
,0.261132
,0.228022
,0.0
,0.0
,0.275783
125.49,0.301649
100.67,0.0
96.54,0.295277
87.12,0.327514
64.88,0.0
116.1,0.301975
58.45,0.281848
20.92,0.000429277
145.77,0.272396
146.08,0.293378
,0.340848
,0.227632
,0.000403662
,0.000394734
,0.298429
,0.176665
,0.194623
,0.0
,0.0
,0.306212
125.49,0.306014
100.67,0.0
96.54,0.291336
87.12,0.397627
64.88,0.0
116.1,0.351327
58.45,0.278425
20.92,0.238161
145.77,0.279027
146.08,0.29401
,0.300118
,0.0004494
,0.000440448
,0.196867
,0.194731
,0.350353
,0.29962
,0.0
,0.0
,0.300949
125.49,0.288631
100.67,0.284307
96.54,0.292673
87.12,0.0
64.88,0.297072
116.1,0.00059188
58.45,0.0958963
20.92,0.000538805
145.77,0.269192
146.08,0.000547733
,0.263153
,0.277686
,0.203002
,0.202993
,0.306794
,0.336293
,0.348306
,0.295798
,0.0
,0.0
125.49,0.200345
100.67,0.27253
96.54,0.0
87.12,0.0
64.88,0.296372
116.1,0.25192
58.45,0.290449
20.92,0.276653
145.77,0.284893
146.08,0.000514884
,0.0
,0.26949
,0.27805
,0.271474
,0.300769
,0.200326
,0.301597
,0.0
,0.0
,0.0
125.49,0.290596
100.67,0.299786
96.54,0.32176
87.12,0.31466
64.88,0.0
116.1,0.00052149
58.45,0.000453705
20.92,0.280744
145.77,0.270712
146.08,0.306698
,0.178127
,0.000441552
,0.000432624
,0.272258
,0.322653
,0.303786
,0.316094
,0.318043
,0.224183
,0.302273
125.49,0.272424
100.67,0.303436
96.54,0.0
87.12,0.0
64.88,0.251026
116.1,0.000416165
58.45,0.262766
20.92,0.0391227
145.77,0.246527
146.08,0.248556
,0.0
,0.228205
,0.133287
,0.243029
,0.292667
,0.272405
,0.297146
,0.0
,0.0
,0.0
125.49,0.300046
100.67,0.318107
96.54,0.0
87.12,0.0
64.88,0.306788
116.1,0.306459
58.45,0.277812
20.92,0.277619
145.77,0.000466861
146.08,0.000467471
,0.210526
,0.275745
,0.278129
,0.274289
,0.290228
,0.263074
,0.189568
,0.0
,0.0
,0.0
125.49,0.299548
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.271852
58.45,0.27661
20.92,0.277326
145.77,0.000436739
146.08,0.265849
,0.319835
,0.0078044
,0.00779547
,0.000397622
,0.251409
,0.348422
,0.207375
,0.0
,0.0
,0.0
125.49,0.283266
100.67,0.317636
96.54,0.329026
87.12,0.0
64.88,0.269719
116.1,0.000419899
58.45,0.000372947
20.92,0.195796
145.77,0.000381875
146.08,0.194984
,0.0279369
,0.19531
,0.246173
,0.216226
,0.262835
,0.299404
,0.288112
,0.287148
,0.0
,0.0
125.49,0.286774
100.67,0.290414
96.54,0.0
87.12,0.285049
64.88,0.191294
116.1,0.348696
58.45,0.28208
20.92,0.000495955
145.77,0.280773
146.08,0.000504883
,0.300747
,0.327303
,0.29496
,0.000461413
,0.296031
,0.263329
,0.293184
,0.0
,0.0
,0.0
125.49,0.291348
100.67,0.0
96.54,0.0
87.12,0.360611
64.88,0.0
116.1,0.000559853
58.45,0.289437
20.92,0.289247
145.77,0.271505
146.08,0.27179
,0.29859
,0.271483
,0.000478522
,0.280018
,0.291143
,0.321331
,0.299443
,0.0
,0.0
,0.436304
125.49,0.297395
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.0
116.1,0.249244
58.45,0.278849
20.92,0.26642
145.77,0.266425
146.08,0.230853
,0.0
,0.308569
,0.135517
,0.135508
,0.30616
,0.299698
,0.298376
,0.0
,0.0
,0.0
125.49,0.293258
100.67,0.302281
96.54,0.0
87.12,0.0
64.88,0.285728
116.1,0.269319
58.45,0.173151
20.92,0.0348212
145.77,0.000415643
146.08,0.259201
,0.0
,0.261192
,0.173129
,0.274291
,0.298038
,0.298953
,0.188898
,0.0
,0.0
,0.0
125.49,0.19508
100.67,0.306942
96.54,0.0
87.12,0.297152
64.88,0.279528
116.1,0.284174
58.45,0.000460796
20.92,0.238629
145.77,0.000469724
146.08,0.197084
,0.305348
,0.2794
,0.197048
,0.000430762
,0.266896
,0.303351
,0.322556
,0.0
,0.0
,0.0
125.49,0.299836
100.67,0.294346
96.54,0.427458
87.12,0.0
64.88,0.281761
116.1,0.000512355
58.45,0.279152
20.92,0.237523
145.77,0.000457963
146.08,0.000462427
,0.298076
,0.278154
,0.0285708
,0.142915
,0.296179
,0.194067
,0.290705
,0.32993
,0.0
,0.0
125.49,0.299868
100.67,0.0
96.54,0.0
87.12,0.0
64.88,0.206937
116.1,0.227168
58.45,0.000514633
20.92,0.267223
145.77,0.28952
146.08,0.000528025
,0.286801
,0.000571294
,0.281337
,0.266451
,0.275939
,0.268376
,0.299534
,0.0
,0.0
,0.0
125.49,0.199716
100.67,0.347793
96.54,0.0
87.12,0.307391
64.88,0.254277
116.1,0.282231
58.45,0.279827
20.92,0.000476749
145.77,0.277909
146.08,0.319382
,0.299859
,0.250764
,0.000501124
,0.201655
,0.291339
,0.199698
,0.300574
,0.0
,0.0
,0.0
125.49,0.137436
100.67,0.0
96.54,0.0
87.12,0.251621
64.88,0.0
116.1,0.000426893
58.45,0.252109
20.92,0.252114
145.77,0.256857
146.08,0.261757
,0.293508
,0.26832
,0.000341329
,0.265638
,0.299674
,0.29319
,0.283588
,0.0
,0.0
,0.0
