NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,55.6168,36.3699,1.5,66.4699
UE,2,123.378,124.166,1.5,175.048
UE,3,25.3008,44.2998,1.5,51.0377
UE,4,17.3666,40.8578,1.5,44.4208
UE,5,144.183,35.7183,1.5,148.549
UE,6,124.557,58.9865,1.5,137.827
