NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,16.0839,17.969,1.5,24.1625
UE,2,34.9727,148.152,1.5,152.231
UE,3,117.35,33.9779,1.5,122.179
UE,4,146.797,5.01513,1.5,146.89
UE,5,67.1153,92.2576,1.5,114.097
UE,6,13.4386,94.9621,1.5,95.92
