NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,100.687,120.76,1.5,157.236
UE,2,49.937,122.611,1.5,132.399
UE,3,116.919,7.34599,1.5,117.159
UE,4,119.246,64.3515,1.5,135.51
UE,5,107.613,70.1124,1.5,128.447
UE,6,31.5584,141.954,1.5,145.428
