NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,142.543,118.271,1.5,185.226
UE,2,104.491,148.579,1.5,181.649
UE,3,139.252,90.2075,1.5,165.924
UE,4,137.816,122.381,1.5,184.317
UE,5,24.8919,126.752,1.5,129.181
UE,6,30.1994,51.1656,1.5,59.4321
UE,7,105.912,99.2514,1.5,145.156
UE,8,112.152,131.148,1.5,172.569
UE,9,23.4079,126.151,1.5,128.313
UE,10,87.3843,93.4865,1.5,127.976
UE,11,144.323,34.3159,1.5,148.354
UE,12,41.1779,117.788,1.5,124.787
UE,13,149.626,54.7542,1.5,159.337
UE,14,28.5298,18.6384,1.5,34.1114
UE,15,128.224,130.526,1.5,182.977
UE,16,112.34,93.3776,1.5,146.088
UE,17,10.4096,39.0594,1.5,40.4506
UE,18,32.3908,43.3829,1.5,54.1617
UE,19,90.5082,68.9194,1.5,113.771
UE,20,63.0417,8.42691,1.5,63.6201
