NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,131.045,49.1076,1.5,139.952
UE,2,6.78802,92.3967,1.5,92.6579
UE,3,60.1572,130.335,1.5,143.556
UE,4,110.755,28.4005,1.5,114.348
