NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,49.1205,128.606,1.5,137.676
UE,2,140.564,61.7569,1.5,153.539
UE,3,72.9603,18.2112,1.5,75.2138
UE,4,6.58153,66.3112,1.5,66.6539
UE,5,6.92283,62.5566,1.5,62.9563
UE,6,71.7655,9.05032,1.5,72.3495
