NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,55.8215,118.355,1.5,130.867
UE,2,136.232,1.90601,1.5,136.254
UE,3,94.4808,95.0865,1.5,134.053
UE,4,147.124,147.955,1.5,208.658
UE,5,14.0524,78.7749,1.5,80.0325
UE,6,49.1296,113.018,1.5,123.244
UE,7,32.5522,134.244,1.5,138.142
UE,8,61.1973,128.321,1.5,142.175
UE,9,96.8834,88.2706,1.5,131.074
UE,10,124.678,61.0754,1.5,138.842
UE,11,12.7539,17.2126,1.5,21.4753
UE,12,140.6,46.9062,1.5,148.226
UE,13,36.5477,44.0962,1.5,57.2927
UE,14,49.2876,61.807,1.5,79.0672
UE,15,110.625,69.166,1.5,130.477
UE,16,97.1028,64.1856,1.5,116.409
UE,17,39.0352,91.2112,1.5,99.2244
UE,18,84.2928,17.1706,1.5,86.0369
UE,19,50.9805,47.8982,1.5,69.9678
UE,20,111.298,114.643,1.5,159.789
