User,Distance
1,137.096
2,147.448
3,142.7
4,62.8886
5,135.808
6,131.442
7,158.211
8,158.252
9,151.596
10,43.8838
11,158.243
12,78.0119
13,173.125
14,89.0407
15,133.069
16,132.825
17,98.1484
18,167.428
19,46.5509
20,110.48
