User,Distance
1,145.215
2,65.338
3,107.85
4,81.9723
5,62.9208
6,164.93
7,133.183
8,141.145
9,143.257
10,88.6024
11,104.678
12,104.071
13,149.637
14,111.281
15,90.0036
16,109.009
17,89.0916
18,166.492
19,155.894
20,146.634
