User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0,0,1054.37,6000,0
2,0.28287,3.84,213.453,5775,0.28287
3,0,0,581.583,6000,0.28287
4,0.293294,1.70667,335.973,5900,0.293294
5,0,0,197.951,6000,1.18e-07
6,0,0,1360.1,6000,0
7,0.000579836,10.2298,886.889,6,0.000579836
8,0.000616078,10.2263,996.096,8,3.62422e-05
9,0,0,1026.13,6000,0.000616078
10,0.329018,0.515413,392.52,5698,0.329018
11,0,0,547.874,6000,0.329018
12,0.000574461,10.2281,541.538,7,0.000574461
13,0,0,1119.56,6000,0.000574461
14,0,0,619.174,6000,0
15,0.305513,0.631467,405.033,5963,0.305513
16,0,0,594.153,6000,0.305513
17,0,0,396.865,6000,0
18,0,0,1385.97,6000,0
19,0,0,1215.14,6000,0
20,0,0,1075.08,6000,0
