NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,18.284,136.899,1.5,138.123
UE,2,107.432,77.9375,1.5,132.733
UE,3,45.7701,12.7866,1.5,47.5463
UE,4,142.581,18.3926,1.5,143.77
UE,5,105.758,97.025,1.5,143.53
UE,6,10.4436,2.32456,1.5,10.8038
