User,Distance
1,110.33
2,99.2192
3,159.932
4,183.995
5,139.579
6,81.9065
7,105.8
8,153.453
9,137.861
10,25.7384
11,20.87
12,131.063
13,163.202
14,84.9228
15,120.998
16,142.216
17,155.469
18,115.023
19,52.9783
20,129.512
