Client,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Processing Time,Comm Time,Comm Data Size,Timestamp
client 1,[0.012943983403841654],[0.39905],[0.0014493048616684974],[0.9389],[3645.274369025],76.27549528999441,26091520000,2024-08-20 10:28:27
client 3,[0.007786427611981829],[0.6460833333333333],[0.0008703709329944104],[0.9634],[6170.748374769],100.2183330449909,26091520000,2024-08-20 14:50:33
client 5,[0.007558272466560205],[0.6534666666666666],[0.0008525730126071722],[0.9651],[6539.504645683],96.98124220600428,26091520000,2024-08-20 19:34:39
