User,Distance
1,108.646
2,121.731
3,129.177
4,151.827
5,144.207
6,154.394
7,171.062
8,146.437
9,128.911
10,184.437
11,82.0068
12,137.681
13,85.2894
14,197.951
15,170.929
16,62.0727
17,112.577
18,117.749
19,105.371
20,24.2458
