NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,74.9889,108.115,1.5,131.584
UE,2,11.9877,145.203,1.5,145.705
UE,3,72.0625,13.8472,1.5,73.3962
UE,4,108.687,118.107,1.5,160.513
UE,5,85.1859,14.4455,1.5,86.4151
UE,6,131.196,19.5098,1.5,132.647
