NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,66.9127,5.17147,1.5,67.129
UE,2,127.776,43.1823,1.5,134.884
UE,3,134.431,123.639,1.5,182.649
UE,4,80.8945,97.5701,1.5,126.752
UE,5,133.507,121.439,1.5,180.482
UE,6,133.204,69.1622,1.5,150.097
