NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,115.521,16.589,1.5,116.716
UE,2,149.866,125.441,1.5,195.442
UE,3,65.2532,127.805,1.5,143.507
UE,4,130.634,50.6201,1.5,140.106
UE,5,109.783,24.7533,1.5,112.549
UE,6,149.613,66.7707,1.5,163.843
