User,Delay,Throughput,EnergyConsumption,LostPackets,Jitter
1,0.303724,0.494933,475.601,5971,0.303724
2,0,0,1076.74,6000,0.303724
3,0.289221,4.69333,961.869,5725,0.289221
4,0,0,575.075,6000,0.289221
5,0,0,633.863,6000,1.18e-07
6,0.00494709,10.0796,1016.88,94,0.00494709
7,0,0,848.924,6000,0.00494709
8,0.326638,0.0887467,891.174,5948,0.326638
9,0,0,1198.82,6000,0.326638
10,0,0,131.403,6000,0
11,0.300571,0.128,897.482,5925,0.300571
12,0.338156,0.375467,952.856,5780,0.037585
13,0.000686395,10.2366,152.32,2,0.33747
14,0.000677467,10.2366,113.083,2,8.928e-06
15,0,0,604.282,6000,0.000677467
16,0,0,981.705,6000,0
17,0,0,357.817,6000,0
18,0,0,33.294,6000,0
19,0,0,466.338,6000,0
20,0,0,1079.99,6000,0
