NodeType,NodeId,X,Y,Z,DistanceFromBSS
gNB,0,0,0,0,0
UE,1,5.57388,91.0344,1.5,91.2172
UE,2,44.7001,68.6852,1.5,81.9634
UE,3,43.9197,90.9211,1.5,100.984
UE,4,88.2753,60.727,1.5,107.157
UE,5,33.8238,19.449,1.5,39.0457
UE,6,61.5542,112.017,1.5,127.824
UE,7,72.0158,62.9083,1.5,95.6346
UE,8,117.666,136.43,1.5,180.168
UE,9,25.005,15.1015,1.5,29.2499
UE,10,110.779,117.317,1.5,161.361
UE,11,63.9102,110.096,1.5,127.31
UE,12,71.4933,4.71807,1.5,71.6645
UE,13,130.695,55.2462,1.5,141.9
UE,14,83.8977,11.196,1.5,84.6548
UE,15,63.0523,109.869,1.5,126.685
UE,16,81.2379,53.8743,1.5,97.4899
UE,17,10.8551,147.14,1.5,147.547
UE,18,67.6809,131.434,1.5,147.844
UE,19,77.3785,125.695,1.5,147.61
UE,20,59.7646,17.2231,1.5,62.2149
